Está satisfeito com a ferramenta DreamShaper?(Classifique de 1 a 4, sendo 1: Nada satisfeito e 4: Muito Satisfeito);Quais são os seus 3 aspectos preferidos da ferramenta ? Aspecto Visual;Quais são os seus 3 aspectos preferidos da ferramenta ? Navegação na Ferramenta;Quais são os seus 3 aspectos preferidos da ferramenta ? Perguntas;Quais são os seus 3 aspectos preferidos da ferramenta ? Exemplos;Quais são os seus 3 aspectos preferidos da ferramenta ? Vídeos;Quais são os seus 3 aspectos preferidos da ferramenta ? Modelo de negócios;Quais são os seus 3 aspectos preferidos da ferramenta ? Indicações de Interface;Quais são os seus 3 aspectos preferidos da ferramenta ? Mural de equipa;Quais são os seus 3 aspectos preferidos da ferramenta ?  Gestão de equipa;Quais são os seus 3 aspectos preferidos da ferramenta ? Gestão de projectos;Quais são os seus 3 aspectos preferidos da ferramenta ? Outros;E quais são os 3 aspectos que menos gosta? Aspecto visual;E quais são os 3 aspectos que menos gosta? Navegação na ferramenta;E quais são os 3 aspectos que menos gosta? Perguntas;E quais são os 3 aspectos que menos gosta? Exemplos;E quais são os 3 aspectos que menos gosta? Vídeos;E quais são os 3 aspectos que menos gosta? Modelo de negócios;E quais são os 3 aspectos que menos gosta? Indicações de interface;E quais são os 3 aspectos que menos gosta? Mural de equipa;E quais são os 3 aspectos que menos gosta? Gestão de equipa;E quais são os 3 aspectos que menos gosta? Gestão de projectos;E quais são os 3 aspectos que menos gosta? Outros;Quanto aprendeu com a DreamShaper?
4;;;;;Vídeos;;;;Gestão de equipa;Gestão de projectos;;Aspeto Visual;Navegação na ferramenta;;Exemplos;;;;;;;;Alguma coisa
;;;;;;;;;;;;;;;;;;;;;;;
3;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;;Perguntas;;;;;;Gestão de equipa;Gestão de projectos;;Bastante
4;;Navegação na ferramenta;Perguntas;;Vídeos;;;;;;;Aspeto Visual;;;Exemplos;;;Indicações de Interface;;;;;Bastante
4;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;;Vídeos;;;;;;;Bastante
3;;;;;;Modelo de negócios;;;;;;;;;;;;Indicações de Interface;;;;;Bastante
3;Aspecto Visual;;Perguntas;;;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;;;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;Aspecto Visual;;Perguntas;Exemplos;;Modelo de negócios;;;;Gestão de projectos;;;;;;Vídeos;;;;;;;Bastante
4;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;Aspeto Visual;;;Exemplos;;;;Mural de equipa;;;;Bastante
4;;Navegação na ferramenta;;Exemplos;Vídeos;;Indicações de Interface;;;Gestão de projectos;;;;Perguntas;;;Modelo de negócios;;;;;Não está relacionado com a plataforma em si. Mas através do telemóvel não é fácil encontrar através do site o link para o Dreamshaper;Bastante
4;;;Perguntas;Exemplos;;;;;;;;;Navegação na ferramenta;;;;;;;;;;Bastante
3;;;;Exemplos;Vídeos;;Indicações de Interface;;;;;;;Perguntas;;;Modelo de negócios;;;Gestão de equipa;;;Bastante
4;;;;;;Modelo de negócios;Indicações de Interface;;Gestão de equipa;Gestão de projectos;;;;;;;;Indicações de Interface;Mural de equipa;;;nada mais;Imenso
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;Mural de equipa;Gestão de equipa;Gestão de projectos;;;;;;;;;;;;Nenhum. Gostei de tudo;Bastante
3;Aspecto Visual;;Perguntas;Exemplos;;;;;;;;;;;;;;;;;;Pouco dificil adequar a ferramente a realidade de meu projeto em especial;Bastante
4;;Navegação na ferramenta;Perguntas;Exemplos;;;;;;;;;;;;;;Indicações de Interface;;;;;Pouco
4;;;;;;Modelo de negócios;;;;;;;;;;;;;;;;nenhum;Bastante
3;;;;;Vídeos;;Indicações de Interface;;;;;;;;;;;;;;;Linguagem - por vezes com erros de sintaxe ou ortografia;Bastante
3;Aspecto Visual;;;;;;;;Gestão de equipa;Gestão de projectos;;;;Perguntas;;;Modelo de negócios;;;;;Poucos caracteres pra algumas questões;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;;;;;;;;;;;;;;;;;Não vejo nenhum problema com a ferramenta.;Bastante
4;Aspecto Visual;;Perguntas;;;;;;;Gestão de projectos;;;;;Exemplos;Vídeos;;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;;;;Gestão de projectos;;;;;;;;;;Gestão de equipa;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;;;;;;;;;;;Exemplos;Vídeos;;;;;;O que está na página devia de ser mais educativo, algumas partes força a ir pesquisar fora do contexto sem saber que está correto.;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;;;;;;Gestão de projectos;;;;;;Vídeos;;Indicações de Interface;Mural de equipa;;;;Imenso
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;;;;Gestão de projectos;;;Navegação na ferramenta;;;;;;;;;;Alguma coisa
4;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;Perguntas;;;;;Mural de equipa;Gestão de equipa;;;Bastante
3;Aspecto Visual;;;Exemplos;Vídeos;;;;;;;;;Perguntas;;;;;Mural de equipa;;Gestão de projectos;;Bastante
4;;Navegação na ferramenta;Perguntas;Exemplos;;Modelo de negócios;;;;;;Aspeto Visual;;;;Vídeos;;;Mural de equipa;;;;Bastante
3;;Navegação na ferramenta;;Exemplos;;;;;;;;Aspeto Visual;;;;Vídeos;;;Mural de equipa;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;;;;;Gestão de equipa;Gestão de projectos;;;;;;Vídeos;Modelo de negócios;Indicações de Interface;;;;;Imenso
4;;Navegação na ferramenta;Perguntas;;Vídeos;Modelo de negócios;Indicações de Interface;;Gestão de equipa;Gestão de projectos;;Aspeto Visual;;;Exemplos;;;;Mural de equipa;;;;Imenso
3;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;;Exemplos;;;Indicações de Interface;;;;Ao principio não consegui aceder com o meu mail privado.;Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;;;;;Indicações de Interface;Mural de equipa;Gestão de equipa;;;Bastante
3;Aspecto Visual;;;;;;;;;;;;Navegação na ferramenta;Perguntas;;;;Indicações de Interface;;;;;Alguma coisa
3;Aspecto Visual;;;Exemplos;;;Indicações de Interface;;;;;;Navegação na ferramenta;;;;;;;;;forma de gravar cada alteração;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;;;;;pormenor;;;;;;;Indicações de Interface;Mural de equipa;;;comunicação indirecta;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;Indicações de Interface;;;;;;;Perguntas;;Vídeos;;;;;;Não poder especificar bem a minha ideia;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;;;;;;;;nenhum aspeto a referir;Bastante
4;Aspecto Visual;;;Exemplos;Vídeos;;Indicações de Interface;;;;;;;;;;;;;;Gestão de projectos;;Bastante
3;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;;Perguntas;;;Modelo de negócios;;Mural de equipa;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;Perguntas;;;Modelo de negócios;Indicações de Interface;;;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;;;;;;;;;;Perguntas;Exemplos;Vídeos;;;;;;;Bastante
4;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;;;;;Indicações de Interface;Mural de equipa;;;Nao ha nada que nao goste menos;Alguma coisa
4;Aspecto Visual;;;;;;Indicações de Interface;Mural de equipa;;;;;;;;Vídeos;;;;;;;Alguma coisa
3;Aspecto Visual;Navegação na ferramenta;;Exemplos;;Modelo de negócios;Indicações de Interface;;;;;;;;;;;;;;;Faltou uma sessão para anexar um powerpoint ou link do site do projeto;Alguma coisa
4;Aspecto Visual;;;Exemplos;Vídeos;Modelo de negócios;;;;;;;;Perguntas;;;;Indicações de Interface;Mural de equipa;;;;Bastante
3;;;Perguntas;;;;;;Gestão de equipa;Gestão de projectos;Organização sumatizada de ideias;Aspeto Visual;;;Exemplos;Vídeos;;;;;;;Bastante
4;;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;Perguntas;Exemplos;;;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;;;Exemplos;Vídeos;;;;;;;;;;;;;;;;;Nada a referir;Imenso
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;Perguntas;;;;Indicações de Interface;;Gestão de equipa;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;;Modelo de negócios;Indicações de Interface;;;;;;;;;;;;Mural de equipa;;;;Bastante
3;;;Perguntas;;;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;Perguntas;;;;Indicações de Interface;;;Gestão de projectos;;Bastante
4;;Navegação na ferramenta;;;;Modelo de negócios;Indicações de Interface;;;;;Aspeto Visual;;;Exemplos;Vídeos;;;;;;;Bastante
3;;Navegação na ferramenta;;;;;;;;;;;;;;;Modelo de negócios;;;;;;Alguma coisa
3;;;;;;;Indicações de Interface;Mural de equipa;;Gestão de projectos;;Aspeto Visual;Navegação na ferramenta;;;;;;;;;apontei 3 mas nada a referir;Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;;Modelo de negócios;Indicações de Interface;;;;;;;;;Vídeos;;;;;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;;;Indicações de Interface;;;;;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;Alguma coisa
3;Aspecto Visual;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;Vídeos;Modelo de negócios;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;;Perguntas;Exemplos;Vídeos;Modelo de negócios;;;;;;;Navegação na ferramenta;;;;;;Mural de equipa;;Gestão de projectos;;Imenso
3;Aspecto Visual;;;;;Modelo de negócios;;;;;;;;;Exemplos;;;;;Gestão de equipa;Gestão de projectos;;Bastante
4;Aspecto Visual;;;;;;;;;Gestão de projectos;;;Navegação na ferramenta;;;;;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;;;;Sem escolha;Bastante
4;;;Perguntas;Exemplos;Vídeos;Modelo de negócios;;;;;;Aspeto Visual;;;;;;;;;;;Bastante
3;;Navegação na ferramenta;;;;;Indicações de Interface;;;;;;;Perguntas;Exemplos;Vídeos;;;;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;;Modelo de negócios;;;;Gestão de projectos;;;;Perguntas;;Vídeos;;;;;;Horário dos workshop's;Bastante
4;Aspecto Visual;;Perguntas;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;;;;;;Navegação na ferramenta;;Exemplos;;;;;;;Quando expira o tempo de navegação perde-se a resposta em execução.;Imenso
4;;Navegação na ferramenta;;Exemplos;Vídeos;;Indicações de Interface;;;;partilha de conhecimento de uma forma clara;;;;;;;;;;;n.a.;Imenso
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;;;;Fácil de usar, objetiva e orientada a resultado.;;;;;;;;;;;Não tem.;Alguma coisa
4;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;Indicações de Interface;;;Gestão de projectos;;Aspeto Visual;;;Exemplos;;;;Mural de equipa;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Exemplos;Vídeos;;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;;;;;;;;;;;;;não tenho nenhum ate o momento;Imenso
4;;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;Modelo de negócios;;;;;;;;;;;;Indicações de Interface;Mural de equipa;Gestão de equipa;;;Imenso
4;Aspecto Visual;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;;;;Indicações de Interface;Mural de equipa;Gestão de equipa;;;Imenso
3;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;Gestão de projectos;;;;Perguntas;;;;;Mural de equipa;Gestão de equipa;;;Bastante
3;Aspecto Visual;;Perguntas;;;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;Bastante
4;;Navegação na ferramenta;;Exemplos;;Modelo de negócios;;;;;;;;;;;;;;;;Nenhum em particular;Bastante
4;;Navegação na ferramenta;;;;Modelo de negócios;;;Gestão de equipa;;;;;Perguntas;Exemplos;Vídeos;;;;;;;Imenso
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;;;Gestão de projectos;;;;;;;;;;;;não há;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;Indicações de Interface;;;Gestão de projectos;;;;;;;;;;;;"Algumas fases não funcionam no tablet; dificuldades informáticas consoante o motor utilizado";Alguma coisa
3;;;;Exemplos;;;;;;;;;Navegação na ferramenta;Perguntas;;;;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;;;;;;;;;;Indicações de Interface;Mural de equipa;;Gestão de projectos;;Alguma coisa
3;Aspecto Visual;;;Exemplos;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;;;;;Indicações de Interface;;Gestão de equipa;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;;;;;;;;Poderia haver maior auxilio/adaptabilidade para os proj sociais;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;;Indicações de Interface;;;;A praticidade e organização;;;;;;;;;;;No final da 3 etapa, existe algumas perguntas que não fica bem explicito o que se pretende , suscitando algumas duvidas;Alguma coisa
4;;;Perguntas;;;;;;;Gestão de projectos;;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;Bastante
3;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;;;;;Perguntas;;;;Indicações de Interface;;;Gestão de projectos;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;;Modelo de negócios;;;;Gestão de projectos;;;;;;;;;;;;N/a;Imenso
4;Aspecto Visual;;Perguntas;Exemplos;Vídeos;Modelo de negócios;;;Gestão de equipa;Gestão de projectos;;;Navegação na ferramenta;;;;;;;;;Sessão quando vai abaixo perda de informação inserida;Imenso
4;Aspecto Visual;;;;;Modelo de negócios;Indicações de Interface;;;;;;;Perguntas;Exemplos;;;;Mural de equipa;;;;Bastante
4;;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;;;;;;Aspeto Visual;;;;;;;;;;;Imenso
4;;;Perguntas;Exemplos;;;;;;;A forma como tornam simples realizar um plano de negócios, entre outros pontos, direccionando-nos para os pontos chave;;;;;;;Indicações de Interface;;;;;Bastante
4;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;;Exemplos;;;Indicações de Interface;;;;;Bastante
3;;;;Exemplos;Vídeos;;;;Gestão de equipa;;;Aspeto Visual;;;;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;Modelo de negócios;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;Imenso
3;;Navegação na ferramenta;;;;Modelo de negócios;Indicações de Interface;;;Gestão de projectos;;;;Perguntas;;Vídeos;;Indicações de Interface;;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Exemplos;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;;;Perguntas;Exemplos;Vídeos;;;;;Gestão de projectos;;;;;;;;;;;;Não tenho nenhum;Imenso
4;Aspecto Visual;;Perguntas;;Vídeos;;;;;;;;Navegação na ferramenta;;;;;;Mural de equipa;;Gestão de projectos;;Imenso
3;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;Aspeto Visual;;;;Vídeos;;;Mural de equipa;;;;Bastante
4;Aspecto Visual;;;Exemplos;;Modelo de negócios;;;;;;;;Perguntas;;;;;Mural de equipa;;Gestão de projectos;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;Vídeos;;Indicações de Interface;;;;Sugestão: Gosto do facto de implementarem vídeo na plataforma mas considero-os um pouco superficiais no conteúdo. Podiam ter exemplos mais desenvolvidos.;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;;;;;Perguntas;Exemplos;;;;;;;impessoal;Bastante
3;;;;;;Modelo de negócios;Indicações de Interface;;;;;;;;;;;;;;;Pouco espaço de escrita em determinados campos;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;;Indicações de Interface;;;;;;;;;;;Indicações de Interface;Mural de equipa;;;;Bastante
3;Aspecto Visual;;;;;;;;;;;;;Perguntas;;;;;;;;Limitação de caracteres em algumas respostas;Alguma coisa
4;Aspecto Visual;;;Exemplos;Vídeos;;;;;;;;;;;;;;;;;Não existe nada que não tenha gostado;Bastante
4;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;Imenso
4;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;;Navegação na ferramenta;;;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;;Navegação na ferramenta;;;;Modelo de negócios;;;;;;;;;Exemplos;Vídeos;;;;;Gestão de projectos;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;Modelo de negócios;;;;;;;;;Exemplos;;;;;;;;Bastante
4;;Navegação na ferramenta;Perguntas;;;;;;Gestão de equipa;;;;;;;;Modelo de negócios;;;;;;Alguma coisa
4;;;;;;;;;Gestão de equipa;Gestão de projectos;;Aspeto Visual;Navegação na ferramenta;Perguntas;;;;;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;;;Gestão de projectos;;;;Perguntas;;;;;Mural de equipa;Gestão de equipa;;;Bastante
4;Aspecto Visual;;;;;Modelo de negócios;;;;;;;Navegação na ferramenta;;;;;;;;;;Bastante
4;;Navegação na ferramenta;;Exemplos;;;;;;Gestão de projectos;;Aspeto Visual;;Perguntas;;;;Indicações de Interface;;;;;Alguma coisa
4;;Navegação na ferramenta;;;;Modelo de negócios;Indicações de Interface;;;;;;;Perguntas;Exemplos;Vídeos;;;;;;;Imenso
4;;;;;Vídeos;Modelo de negócios;Indicações de Interface;;;Gestão de projectos;;Aspeto Visual;Navegação na ferramenta;Perguntas;;;;;;;;;Bastante
4;;;;Exemplos;;Modelo de negócios;Indicações de Interface;;;;;;Navegação na ferramenta;;;;;;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;;Vídeos;;;;;Gestão de projectos;;;;;;;;;;;;não há nada a criticar;Bastante
4;;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;Perguntas;Exemplos;Vídeos;;;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;;;Indicações de Interface;;;;;;;Perguntas;;;;Indicações de Interface;;Gestão de equipa;;;Bastante
4;Aspecto Visual;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;Perguntas;Exemplos;;;Indicações de Interface;;;;;Bastante
4;;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;;;;;;Exemplos;;;;Mural de equipa;;;Exemplos práticos que ajude nas respostas;Bastante
4;;;Perguntas;Exemplos;;Modelo de negócios;;;;;;Aspeto Visual;Navegação na ferramenta;;;Vídeos;;;;;;;Imenso
4;;Navegação na ferramenta;;Exemplos;Vídeos;;;;;Gestão de projectos;;;;;;;;;Mural de equipa;;;;Imenso
4;;Navegação na ferramenta;;;Vídeos;;;;;;;Aspeto Visual;;Perguntas;;;;Indicações de Interface;;;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;;;;Vídeos;;Indicações de Interface;Mural de equipa;;;;Bastante
3;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;Exemplos;Vídeos;;;Mural de equipa;;;;Bastante
3;Aspecto Visual;Navegação na ferramenta;;;;;Indicações de Interface;;;;;;;;;;Modelo de negócios;;;;;;Alguma coisa
3;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;;Perguntas;;;;;;;;"Tempo limite de login que por vezes apaga o que se escreveu se demoramos um pouco mais de tempo a gravar; o limite de caracteres para descrição de ideia: um dos meus projetos tem muitas funcionalidades e não me foi possível resumir o potencial da ideia nos caracteres disponíveis.";Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;Modelo de negócios;;;;;;;;;;;;Indicações de Interface;Mural de equipa;;;Falta de exemplos mais específicos nos modos mais avançados;Imenso
3;;;Perguntas;;;Modelo de negócios;;;;Gestão de projectos;;;;;;Vídeos;;;;;;;Alguma coisa
3;Aspecto Visual;Navegação na ferramenta;;;;;;;;Gestão de projectos;;;;Perguntas;Exemplos;Vídeos;;;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;Mural de equipa;Gestão de equipa;Gestão de projectos;;;;;;;;;Mural de equipa;Gestão de equipa;Gestão de projectos;;Bastante
4;;;;Exemplos;Vídeos;;;;;;;;;;;;;Indicações de Interface;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;Vídeos;Modelo de negócios;Indicações de Interface;Mural de equipa;Gestão de equipa;Gestão de projectos;;;;;;;;;;;;Gosto de todas as ferramentas;Imenso
4;Aspecto Visual;;Perguntas;;;Modelo de negócios;Indicações de Interface;;;Gestão de projectos;;;;;Exemplos;Vídeos;;Indicações de Interface;;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;Modelo de negócios;Indicações de Interface;;;;;;;;Exemplos;;;;Mural de equipa;;Gestão de projectos;;Bastante
3;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;Perguntas;;;;;;;;O website não está preparado para ser acedido via tablet.;Alguma coisa
4;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;;;Exemplos;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;;Navegação na ferramenta;;;;;Indicações de Interface;;;Gestão de projectos;;;;Perguntas;;;;;;;;;Alguma coisa
3;;Navegação na ferramenta;;;;Modelo de negócios;;;;Gestão de projectos;;;;;Exemplos;Vídeos;;Indicações de Interface;;;;;Bastante
3;;Navegação na ferramenta;;Exemplos;;;;;Gestão de equipa;Gestão de projectos;;Aspeto Visual;;;;Vídeos;;;;;Gestão de projectos;;Alguma coisa
4;;Navegação na ferramenta;Perguntas;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;;;;;;;;Gestão de equipa;;Não consigo saber se há alguém mais disponivel para duvidas mais especificas. Mais no caso de um projeto social.;Alguma coisa
4;;;;;;Modelo de negócios;;;;;;;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;;;Imenso
4;;;;;Vídeos;Modelo de negócios;;;;Gestão de projectos;;;Navegação na ferramenta;;Exemplos;;;;;;;;Bastante
3;Aspecto Visual;;;;;;Indicações de Interface;;Gestão de equipa;;;;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;;;Alguma coisa
4;Aspecto Visual;;;Exemplos;;;;;Gestão de equipa;;;;;;;Vídeos;;;;;;;Bastante
4;;Navegação na ferramenta;;;;;;;;Gestão de projectos;Plataforma simples e intuitiva;;;Perguntas;Exemplos;Vídeos;;;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;;;;;;;;;;;;;;;;Não houve nenhum especialmente desagradável;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;;;Vídeos;;Indicações de Interface;;;;;;;;Exemplos;;;;;;;;Bastante
3;;;;Exemplos;Vídeos;Modelo de negócios;;;;;;;Navegação na ferramenta;;;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;Aspecto Visual;;;Exemplos;Vídeos;;Indicações de Interface;;;;;;;Perguntas;;;;;Mural de equipa;Gestão de equipa;;;Bastante
3;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;;;;;;;;Falta de flexibilidade (nalguns casos) para acomodar especificidades de negócios atípicos (como é a maioria dos negócios inovadores);Bastante
3;Aspecto Visual;;;Exemplos;;Modelo de negócios;Indicações de Interface;;;Gestão de projectos;;;;Perguntas;Exemplos;Vídeos;;;;;;;Alguma coisa
4;;Navegação na ferramenta;Perguntas;;;Modelo de negócios;;;;;;;;;;;;;Mural de equipa;Gestão de equipa;;;Bastante
4;Aspecto Visual;;Perguntas;Exemplos;Vídeos;Modelo de negócios;;;;;;;Navegação na ferramenta;;;;;;Mural de equipa;Gestão de equipa;;;Bastante
3;;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;;;;;;Exemplos;;;Indicações de Interface;Mural de equipa;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;;;Modelo de negócios;Indicações de Interface;Mural de equipa;Gestão de equipa;Gestão de projectos;;;;Perguntas;Exemplos;Vídeos;;;;;;;Alguma coisa
3;Aspecto Visual;;;Exemplos;;Modelo de negócios;;;;;;;Navegação na ferramenta;;;;;Indicações de Interface;;;;;Alguma coisa
4;Aspecto Visual;Navegação na ferramenta;Perguntas;;Vídeos;Modelo de negócios;;;;;;;;;;;;;;;;nenhum;Pouco
4;Aspecto Visual;Navegação na ferramenta;;;;;;;;;;;;;Exemplos;;;;;;;;Alguma coisa
4;;Navegação na ferramenta;;;Vídeos;Modelo de negócios;;;;;;;;Perguntas;Exemplos;;;;;;;Não conseguir tirar algumas duvidas rapidamente;Imenso
4;Aspecto Visual;Navegação na ferramenta;Perguntas;Exemplos;;Modelo de negócios;Indicações de Interface;;;;;;;;;;;;Mural de equipa;;Gestão de projectos;Navegação na ferramenta quando era necessário voltar a etapas anteriores para correção do CANVAS;Bastante
4;;;;Exemplos;Vídeos;Modelo de negócios;;;;;;;;Perguntas;;;Modelo de negócios;;Mural de equipa;;;;Bastante
4;;Navegação na ferramenta;;Exemplos;;;;;;;;;;;;;Modelo de negócios;;Mural de equipa;Gestão de equipa;;;Bastante
;;;;;;;;;;;;;;;;;;;;;;;
4;;Navegação na ferramenta;;;;Modelo de negócios;Indicações de Interface;;;Gestão de projectos;;;;;;;;;;;;Edição de fases anteriores apresenta alguns problemas;Bastante
3;Aspecto Visual;;;;;Modelo de negócios;;;;;;;Navegação na ferramenta;;;Vídeos;;;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;;Exemplos;;;;;;;;;Navegação na ferramenta;Perguntas;;Vídeos;;;;;;;Bastante
4;Aspecto Visual;Navegação na ferramenta;Perguntas;;;Modelo de negócios;Indicações de Interface;;;;;;;;Exemplos;Vídeos;;;;;;Redundâncias;Alguma coisa
4;Aspecto Visual;;;;;;;;;;;;;Perguntas;Exemplos;Vídeos;;;;;;;Alguma coisa
